pair_index,label,orig_id,anon_id,euclidean_distance,manhattan_distance,cosine_similarity,age_diff,age_equal,education_diff,education_equal,industry_diff,industry_equal,marital_status_diff,marital_status_equal,sex_diff,sex_equal,overall_similarity,attack_score
360,1,1148.0,862.0,43.28972164382672,48.0,0.96496239360193,43.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.8963574369748434
361,1,112.0,865.0,49211.00025400825,49216.0,0.1826377602990497,0.0,1,5.0,0,49211.0,0,0.0,1,0.0,1,0.6,0.9051408370335897
362,1,446.0,866.0,49219.00082285296,49228.0,0.0608396220645691,0.0,1,9.0,0,49219.0,0,0.0,1,0.0,1,0.6,0.7365818818410238
363,1,1122.0,886.0,17085.003541117574,17096.0,0.2669706605158225,0.0,1,11.0,0,17085.0,0,0.0,1,0.0,1,0.6,0.8795128663380941
364,1,555.0,892.0,12.767145334803704,19.0,0.8261831873106013,0.0,1,9.0,0,0.0,0,1.0,0,0.0,1,0.4,0.8900783856709799
365,1,1226.0,895.0,13.564659966250536,20.0,0.9114528151987236,12.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.8690604964892069
366,1,429.0,912.0,43.04648650006177,45.0,0.9459420278651064,43.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9078640739123026
367,1,985.0,914.0,12.083045973594572,14.0,0.9644411852285864,1.0,0,12.0,0,0.0,0,0.0,1,0.0,1,0.4,0.905357837677002
368,1,1280.0,916.0,57.14017850864661,61.0,0.9325066645645268,57.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.9105337460835775
369,1,764.0,926.0,5.744562646538029,9.0,0.9962275234856816,2.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.9060722986857096
370,1,662.0,936.0,27.51363298439521,43.0,0.8966024835181957,24.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4,0.7413290043671926
371,1,1022.0,937.0,8.831760866327848,16.0,0.9205895564018196,6.0,0,4.0,0,0.0,0,1.0,0,0.0,1,0.2,0.6523723304271698
372,1,1244.0,943.0,46.04345773288535,48.0,0.9574419841536568,46.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.8978181878725687
373,1,544.0,949.0,60.40695324215582,67.0,0.9405125731722684,60.0,0,0.0,1,0.0,0,0.0,1,0.0,1,0.6,0.8974432547887167
374,1,782.0,950.0,11.575836902790224,18.0,0.9938791110712136,9.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.8862503369649252
375,1,1060.0,953.0,10.099504938362076,18.0,0.8972304112027796,6.0,0,4.0,0,0.0,0,1.0,0,0.0,1,0.2,0.6530329684416453
376,1,1146.0,954.0,12.767145334803704,19.0,0.9018002950475684,9.0,0,0.0,1,0.0,0,1.0,0,0.0,1,0.4,0.897825300693512
377,1,1220.0,957.0,10706.003782924794,10715.0,0.1762771767947678,0.0,1,9.0,0,10706.0,0,0.0,1,0.0,1,0.6,0.8843523859977722
378,1,942.0,959.0,10705.0046707136,10715.0,0.2175571685212669,0.0,1,10.0,0,10705.0,0,0.0,1,0.0,1,0.6,0.8860060969988505
379,1,1229.0,961.0,1127.4927937685457,1184.0,0.3421957964829178,58.0,0,0.0,1,1126.0,0,0.0,1,0.0,1,0.6,0.9049848914146423
380,1,1240.0,962.0,10.246950765959598,17.0,0.9975330980575564,9.0,0,2.0,0,0.0,0,0.0,1,2.0,0,0.2,0.4734885369737943
381,1,929.0,966.0,48.218253804964775,61.0,0.5865733229046541,47.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.880354622999827
382,1,301.0,984.0,47703.00041926084,47711.0,0.2218792889810337,6.0,0,2.0,0,47703.0,0,0.0,1,0.0,1,0.4,0.7272907694180807
383,1,1078.0,991.0,1269.0015760431506,1271.0,0.0834233375007265,0.0,1,0.0,1,1269.0,0,0.0,1,2.0,0,0.6,0.9136809309323629
384,1,44.0,997.0,14.89966442575134,22.0,0.8291913243519499,1.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8755537072817484
385,0,,,12.12435565298214,17.0,0.9401168164899588,11.0,0,0.0,1,0.0,0,0.0,1,1.0,0,0.4,0.40450845162073773
386,0,,,13.638181696985855,22.0,0.9939149117589312,11.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.11383926123380661
387,0,,,47111.00004245293,47113.0,0.0481083207233732,0.0,1,2.0,0,47111.0,0,0.0,1,0.0,1,0.6,0.7197000980377197
388,0,,,9.486832980505138,16.0,0.9934023328856444,6.0,0,2.0,0,0.0,0,0.0,1,1.0,0,0.2,0.08746470759312312
389,0,,,21.18962010041709,31.0,0.5488437921637825,18.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.5513345003128052
390,0,,,29.120439557122072,34.0,0.9120319355630212,29.0,0,2.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07039804880817731
391,0,,,18.601075237738275,32.0,0.9744956852069616,12.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4,0.4156748503446579
392,0,,,48.11444689487763,61.0,0.9508494312753972,47.0,0,5.0,0,0.0,0,0.0,1,0.0,1,0.4,0.07874857385953267
393,0,,,17.74823934929885,29.0,0.97974845515256,13.0,0,5.0,0,0.0,0,0.0,1,0.0,1,0.4,0.09341133385896683
394,0,,,17.291616465790582,21.0,0.9748921895764344,17.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4,0.08617112909754117
395,0,,,18101.012540739262,18133.0,0.1664182954047814,20.0,0,5.0,0,18101.0,0,5.0,0,2.0,0,0.0,0.06986512367924054
396,0,,,14095.017949616098,14125.0,0.1232856506330194,21.0,0,8.0,0,14095.0,0,0.0,1,1.0,0,0.2,0.07001416260997455
397,0,,,52208.00123544283,52225.0,0.1105211924233259,8.0,0,8.0,0,52208.0,0,1.0,0,0.0,1,0.2,0.07275964071353276
398,0,,,47711.0058267482,47741.0,0.2970309439038034,23.0,0,5.0,0,47711.0,0,1.0,0,1.0,0,0.0,0.07033337031801541
399,0,,,14096.027277215378,14131.0,0.0814591463746592,27.0,0,6.0,0,14096.0,0,2.0,0,0.0,1,0.2,0.07086512818932533
400,0,,,15.264337522473747,25.0,0.9879987943801176,12.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.08013187100489934
401,0,,,96995.00089695344,97015.0,0.4539490407686835,12.0,0,5.0,0,96995.0,0,1.0,0,2.0,0,0.0,0.07095092410842578
402,0,,,17.029386365926403,28.0,0.9786375780073532,15.0,0,6.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07092453415195148
403,0,,,59.56509044734173,70.0,0.9307438118859422,59.0,0,1.0,0,0.0,0,1.0,0,1.0,0,0.0,0.0699341706931591
404,0,,,18.138357147217054,27.0,0.8733141435302472,15.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.42161744832992554
405,0,,,47.18050444834179,62.0,0.8416141220721864,46.0,0,5.0,0,0.0,0,0.0,1,2.0,0,0.2,0.0733927848438422
406,0,,,14.45683229480096,21.0,0.9940551533514956,12.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.10046401619911194
407,0,,,14.966629547095764,24.0,0.8257860276233128,4.0,0,12.0,0,0.0,0,0.0,1,0.0,1,0.4,0.0863788699110349
408,0,,,12.68857754044952,17.0,0.9963286221659172,12.0,0,0.0,1,0.0,0,0.0,1,1.0,0,0.4,0.1725073034564654
409,0,,,28.89636655359978,41.0,0.9208906765121644,27.0,0,2.0,0,0.0,0,1.0,0,1.0,0,0.0,0.0699805977443854
410,0,,,14099.092949548209,14156.0,0.093824244095362,51.0,0,4.0,0,14099.0,0,2.0,0,0.0,1,0.2,0.07437702268362045
411,0,,,10.44030650891055,15.0,0.9226051674359548,2.0,0,10.0,0,0.0,0,0.0,1,1.0,0,0.2,0.1829107478260994
412,0,,,12.24744871391589,16.0,0.9557526744231571,12.0,0,1.0,0,0.0,0,1.0,0,0.0,1,0.2,0.08409540355205536
413,0,,,12.36931687685298,21.0,0.9675139463383188,2.0,0,9.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07733250161012013
414,0,,,27.349588662354687,46.0,0.9720682774033736,24.0,0,8.0,0,0.0,0,2.0,0,2.0,0,0.0,0.06978362922867139
415,0,,,28.478061731796284,37.0,0.918016218483882,27.0,0,0.0,1,0.0,0,1.0,0,0.0,1,0.4,0.4088614036639531
416,0,,,45.24378410345447,59.0,0.845384774556316,44.0,0,10.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07192277535796165
417,0,,,47727.001508580026,47739.0,0.1862695710950253,0.0,1,12.0,0,47727.0,0,0.0,1,0.0,1,0.6,0.5320214629173279
418,0,,,49214.00082293656,49223.0,0.3046062797894817,0.0,1,9.0,0,49214.0,0,0.0,1,0.0,1,0.6,0.632013221581777
419,0,,,19.0,33.0,0.965630932766242,16.0,0,8.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07101035366455714
420,0,,,85206.00066896697,85222.0,0.1496752329414199,7.0,0,8.0,0,85206.0,0,0.0,1,1.0,0,0.2,0.07177182659506798
421,0,,,12.922847983320086,23.0,0.8895485513573865,11.0,0,4.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07201206684112549
422,0,,,29.647934160747187,39.0,0.9945698879471518,29.0,0,0.0,1,0.0,0,3.0,0,2.0,0,0.2,0.0727924903233846
423,0,,,34.597687784012386,43.0,0.9289389324832552,34.0,0,1.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07582880184054375
424,0,,,40999.00059757555,41006.0,0.0370267445900541,0.0,1,7.0,0,40999.0,0,0.0,1,0.0,1,0.6,0.6125162144502004
425,0,,,13.45362404707371,23.0,0.986995780948726,8.0,0,6.0,0,0.0,0,0.0,1,0.0,1,0.4,0.09444522609313329
426,0,,,49214.001615393965,49233.0,0.2408881677190301,11.0,0,6.0,0,49214.0,0,1.0,0,1.0,0,0.0,0.06986670444409053
427,0,,,14.594519519326424,25.0,0.9058549977284956,7.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.4891824722290039
428,0,,,49224.02431740014,49284.0,0.4058127630676201,48.0,0,9.0,0,49224.0,0,3.0,0,0.0,1,0.2,0.07209951678911845
429,0,,,41.48493702538308,49.0,0.9514201051324364,41.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.09174110740423203
430,0,,,16.34013463836819,25.0,0.9000459218818065,15.0,0,1.0,0,0.0,0,1.0,0,2.0,0,0.0,0.07055193185806274
431,0,,,17.26267650163207,32.0,0.9212212295852708,12.0,0,7.0,0,0.0,0,2.0,0,1.0,0,0.0,0.0701719659070174
432,0,,,15.394804318340652,23.0,0.905029596299732,14.0,0,6.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07209138323863347
433,0,,,38.19685850956856,45.0,0.8797786037169795,38.0,0,0.0,0,0.0,0,1.0,0,2.0,0,0.0,0.08048469076553981
434,0,,,55106.01311109342,55157.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.07148563489317894
435,0,,,47103.00133749441,47117.0,0.254875991452907,0.0,1,11.0,0,47103.0,0,2.0,0,1.0,0,0.2,0.07115437090396881
436,0,,,19.33907960581372,34.0,0.9760556098920884,16.0,0,7.0,0,0.0,0,2.0,0,1.0,0,0.0,0.06984260926644008
437,0,,,58108.011031182265,58156.0,0.120066770851839,34.0,0,11.0,0,58108.0,0,2.0,0,1.0,0,0.0,0.06987432887156804
438,0,,,19.949937343260004,30.0,0.5536365323582665,17.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.7372578382492065
439,0,,,20.76053949202669,37.0,0.8592208951554667,15.0,0,9.0,0,0.0,0,0.0,1,2.0,0,0.2,0.0764567789932092
440,0,,,40.97560249709576,55.0,0.931181304650907,40.0,0,5.0,0,0.0,0,1.0,0,2.0,0,0.0,0.069981353978316
441,0,,,24.75883680627989,37.0,0.8619803799427336,23.0,0,8.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07742603744069736
442,0,,,11.6619037896906,20.0,0.9882134531865472,8.0,0,6.0,0,0.0,0,0.0,1,0.0,1,0.4,0.1538368339339892
443,0,,,14094.025329904867,14134.0,0.2756127768768937,24.0,0,11.0,0,14094.0,0,4.0,0,1.0,0,0.0,0.06967826063434283
444,0,,,10494.014627395942,10519.0,0.1872065708270469,16.0,0,7.0,0,10494.0,0,1.0,0,1.0,0,0.0,0.06964344407121341
445,0,,,14103.035878845378,14143.0,0.0335337292914912,31.0,0,7.0,0,14103.0,0,1.0,0,1.0,0,0.0,0.06995215018590291
446,0,,,64180.00094266126,64191.0,0.3518314315278217,0.0,1,11.0,0,64180.0,0,0.0,1,0.0,1,0.6,0.7011585632960001
447,0,,,14.142135623730953,24.0,0.9821609596385952,10.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.09303676585356395
448,0,,,56205.00303353786,56232.0,0.1702190048967655,16.0,0,9.0,0,56205.0,0,2.0,0,0.0,1,0.2,0.07030898580948512
449,0,,,17.4928556845359,24.0,0.996355473122828,16.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.08205386251211166
450,0,,,1404.0933017431569,1426.0,0.2265076901973635,15.0,0,6.0,0,1404.0,0,1.0,0,0.0,1,0.2,0.06984418133894603
451,0,,,84120.00471944828,84156.0,0.172394848514217,27.0,0,8.0,0,84120.0,0,0.0,1,1.0,0,0.2,0.0701763890683651
452,0,,,16.401219466856727,27.0,0.9851491680385696,12.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.19744495550791422
453,0,,,95104.0003943052,95117.0,0.1538068658405034,3.0,0,8.0,0,95104.0,0,1.0,0,1.0,0,0.0,0.07061607887347539
454,0,,,12.884098726725126,20.0,0.8406473587442896,2.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4,0.48997630675633747
455,0,,,35.12833614050059,58.0,0.9005749086244776,31.0,0,12.0,0,0.0,0,2.0,0,2.0,0,0.0,0.07033719370762508
456,0,,,64190.00165913691,64213.0,0.0292232375590054,8.0,0,12.0,0,64190.0,0,2.0,0,1.0,0,0.0,0.07049406071503957
457,0,,,12.328828005937952,20.0,0.8044126483705439,4.0,0,6.0,0,0.0,0,0.0,1,0.0,1,0.4,0.08636351674795151
458,0,,,7.681145747868608,11.0,0.9290341646006868,3.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.5061939656734467
459,0,,,13.638181696985855,18.0,0.9987639216286932,13.0,0,4.0,0,0.0,0,0.0,1,0.0,1,0.4,0.12427731851736705
460,0,,,49214.01347177448,49258.0,0.255696375336609,36.0,0,5.0,0,49214.0,0,2.0,0,1.0,0,0.0,0.07006538410981496
461,0,,,84110.00990369696,84162.0,0.4751960809519505,39.0,0,12.0,0,84110.0,0,0.0,1,1.0,0,0.2,0.0712685560186704
462,0,,,13.07669683062202,21.0,0.8696886978384911,3.0,0,9.0,0,0.0,0,0.0,1,0.0,1,0.4,0.1513353238503138
463,0,,,26.981475126464083,40.0,0.4208715217289793,23.0,0,14.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07013622795542081
464,0,,,80094.00172921814,80117.0,0.186128831573615,14.0,0,9.0,0,80094.0,0,0.0,1,0.0,1,0.4,0.08750161280234654
465,0,,,17.944358444926362,28.0,0.7161227566128882,4.0,0,15.0,0,0.0,0,0.0,1,0.0,1,0.4,0.16458607713381448
466,0,,,13.341664064126334,20.0,0.9968998720245636,12.0,0,5.0,0,0.0,0,0.0,1,0.0,1,0.4,0.07911369825402896
467,0,,,13.490737563232042,24.0,0.9450440833958292,4.0,0,9.0,0,0.0,0,0.0,1,2.0,0,0.2,0.0705603448053201
468,0,,,15.264337522473747,25.0,0.8192871205915672,5.0,0,12.0,0,0.0,0,0.0,1,0.0,1,0.4,0.08287394295136134
469,0,,,20.71231517720798,35.0,0.9404886989136132,18.0,0,8.0,0,0.0,0,2.0,0,1.0,0,0.0,0.07002165789405505
470,0,,,13.490737563232042,22.0,0.9035489142866754,6.0,0,11.0,0,0.0,0,0.0,1,0.0,1,0.4,0.24624714255332947
471,0,,,14094.009968777516,14119.0,0.1061447707494092,14.0,0,9.0,0,14094.0,0,0.0,1,2.0,0,0.2,0.07000579064091046
472,0,,,99989.00014501596,99996.0,0.1436748764148979,5.0,0,2.0,0,99989.0,0,0.0,1,0.0,1,0.4,0.6721371412277222
473,0,,,49.02040391510457,51.0,0.9111164611312216,49.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4,0.8311792612075806
474,0,,,15.556349186104043,26.0,0.8310925936203117,7.0,0,12.0,0,0.0,0,0.0,1,0.0,1,0.4,0.3805098384618759
475,0,,,14.422205101855956,26.0,0.9736709278075424,10.0,0,5.0,0,0.0,0,1.0,0,1.0,0,0.0,0.06992074971397717
476,0,,,17.11724276862369,33.0,0.9624835670336106,11.0,0,8.0,0,0.0,0,2.0,0,2.0,0,0.0,0.0705207884311676
477,0,,,47112.00052003736,47119.0,0.0199345785821422,0.0,1,7.0,0,47112.0,0,0.0,1,0.0,1,0.6,0.36949574450651806
478,0,,,45097.00694059418,45129.0,0.2261951174024004,24.0,0,7.0,0,45097.0,0,1.0,0,0.0,1,0.2,0.07009903838237126
479,0,,,64187.00745478013,64230.0,0.0629073052095318,28.0,0,13.0,0,64187.0,0,2.0,0,0.0,1,0.2,0.07138159995277722
480,0,,,82192.00044408215,82203.0,0.1465145251561911,3.0,0,8.0,0,82192.0,0,0.0,1,0.0,1,0.4,0.16712300727764764
481,0,,,22.538855339169288,32.0,0.9926799669682976,21.0,0,8.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07178625961144765
482,0,,,13.527749258468685,25.0,0.988719121000668,10.0,0,3.0,0,0.0,0,3.0,0,1.0,0,0.0,0.07053311293323834
483,0,,,56.595052787324086,69.0,0.9539544812187252,56.0,0,4.0,0,0.0,0,1.0,0,1.0,0,0.0,0.0696856901049614
484,0,,,25.179356624028344,34.0,0.9923946228056992,24.0,0,3.0,0,0.0,0,0.0,1,0.0,1,0.4,0.689222534497579
485,0,,,15.264337522473747,25.0,0.8192871205915672,5.0,0,12.0,0,0.0,0,0.0,1,0.0,1,0.4,0.08287394295136134
486,0,,,13.30413469565007,17.0,0.9958236799770523,13.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.36049751937389374
487,0,,,12.206555615733702,21.0,0.9637680874285997,2.0,0,4.0,0,0.0,0,2.0,0,2.0,0,0.0,0.07259110858043034
488,0,,,38.39270764090493,46.0,0.8138692631928629,38.0,0,0.0,0,0.0,0,0.0,1,1.0,0,0.2,0.09373937547206879
489,0,,,45.40925015897091,52.0,0.9563487618529188,45.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4,0.09751889606316884
490,0,,,15.1657508881031,24.0,0.9856938858198768,11.0,0,10.0,0,0.0,0,0.0,1,0.0,1,0.4,0.24587034185727438
491,0,,,14.560219778561036,22.0,0.8894889998034511,12.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.3047664736708005
492,0,,,35.805027579936315,48.0,0.8547745221516408,34.0,0,11.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07489294434587161
493,0,,,21.42428528562855,37.0,0.9667476081743648,13.0,0,13.0,0,0.0,0,0.0,1,0.0,1,0.4,0.11300741136074066
494,0,,,20.049937655763426,22.0,0.9803413637469804,20.0,0,0.0,1,0.0,0,1.0,0,0.0,1,0.4,0.10508257150650024
495,0,,,49218.02209556983,49275.0,0.2622723325767143,46.0,0,7.0,0,49218.0,0,3.0,0,1.0,0,0.0,0.07012922937671344
496,0,,,14.560219778561036,22.0,0.8894889998034511,12.0,0,2.0,0,0.0,0,0.0,1,0.0,1,0.4,0.3047664736708005
497,0,,,23.473389188611005,33.0,0.8916791500740604,22.0,0,8.0,0,0.0,0,1.0,0,1.0,0,0.0,0.077173446615537
498,0,,,46412.01911143276,46468.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.07163538287083308
499,0,,,13.152946437965904,21.0,0.778708198878162,3.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.08987432718276978
500,0,,,56103.00211218648,56126.0,0.0550537207778497,14.0,0,6.0,0,56103.0,0,1.0,0,2.0,0,0.0,0.07010992740591367
501,0,,,47596.00085091184,47605.0,0.0394395086203532,0.0,1,9.0,0,47596.0,0,0.0,1,0.0,1,0.6,0.3876938323179881
502,0,,,15.937377450509228,26.0,0.9921963632748644,13.0,0,6.0,0,0.0,0,0.0,1,0.0,1,0.4,0.0921323373913765
503,0,,,79107.00551784273,79148.0,0.0529374433032341,26.0,0,14.0,0,79107.0,0,0.0,1,1.0,0,0.2,0.07045794154206912
504,0,,,81298.00163595659,81322.0,0.3329209091473043,11.0,0,12.0,0,81298.0,0,0.0,1,1.0,0,0.2,0.07092351218064626
505,0,,,14.071247279470288,22.0,0.9935682194972316,12.0,0,2.0,0,0.0,0,0.0,1,1.0,0,0.2,0.07220839833219846
506,0,,,86196.00270314164,86228.0,0.1029456441570004,19.0,0,10.0,0,86196.0,0,2.0,0,1.0,0,0.0,0.06980128834644954
507,0,,,47108.00110384647,47120.0,0.0961403585728862,10.0,0,2.0,0,47108.0,0,0.0,1,0.0,1,0.4,0.3278768981496493
508,0,,,18.411952639521967,31.0,0.982717182876776,13.0,0,11.0,0,0.0,0,0.0,1,0.0,1,0.4,0.1816917359828949
509,0,,,64905.00713350242,64945.0,0.2675849013321418,29.0,0,9.0,0,64905.0,0,2.0,0,0.0,1,0.2,0.07103644932309787
510,0,,,19.261360284258224,31.0,0.9940959472691864,18.0,0,5.0,0,0.0,0,3.0,0,2.0,0,0.0,0.07334474101662636
511,0,,,23.302360395462088,29.0,0.9069036312481886,23.0,0,3.0,0,0.0,0,0.0,1,1.0,0,0.2,0.08696473638216655
512,0,,,19.44222209522358,24.0,0.6205189400591701,19.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.3947036440173785
513,0,,,84122.00324528654,84156.0,0.4049987282500062,20.0,0,12.0,0,84122.0,0,1.0,0,1.0,0,0.0,0.07004966959357262
514,0,,,49227.000365653,49233.0,0.1631880661979445,0.0,1,6.0,0,49227.0,0,0.0,1,0.0,1,0.6,0.6997560660044352
515,0,,,17.663521732655695,32.0,0.9739846245216128,13.0,0,3.0,0,0.0,0,3.0,0,2.0,0,0.0,0.0699046291410923
516,0,,,62016.01310951874,62062.0,0.0590137981602576,40.0,0,5.0,0,62016.0,0,0.0,1,1.0,0,0.2,0.07209174955884616
517,0,,,20.248456731316587,34.0,0.9814541212832012,15.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.18635768194993338
518,0,,,19.570385790780925,35.0,0.8348355760981403,14.0,0,8.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07073540861407916
519,0,,,20.71231517720798,27.0,0.8275201774053277,20.0,0,0.0,0,0.0,0,0.0,1,0.0,1,0.4,0.886115829149882
520,0,,,84119.00059439603,84129.0,0.0253699403649347,0.0,1,10.0,0,84119.0,0,0.0,1,0.0,1,0.6,0.4527163505554199
521,0,,,16.09347693943108,25.0,0.989164419063717,13.0,0,3.0,0,0.0,0,0.0,1,0.0,1,0.4,0.08665307859579723
522,0,,,13.638181696985855,22.0,0.8065760719769387,4.0,0,7.0,0,0.0,0,0.0,1,0.0,1,0.4,0.0798606996734937
523,0,,,74191.00390209045,74222.0,0.1593980703522786,23.0,0,7.0,0,74191.0,0,1.0,0,0.0,1,0.2,0.0719795177380244
524,0,,,22.3159136044214,34.0,0.8664247124534599,19.0,0,4.0,0,0.0,0,0.0,1,0.0,1,0.4,0.5072936216990153
525,0,,,11.40175425099138,18.0,0.9882734272674456,8.0,0,8.0,0,0.0,0,0.0,1,1.0,0,0.2,0.07707579558094342
526,0,,,31.272991542223775,48.0,0.9498866756928798,28.0,0,12.0,0,0.0,0,0.0,1,1.0,0,0.2,0.06974031900366147
527,0,,,57.087651904768336,63.0,0.9408979615517102,57.0,0,2.0,0,0.0,0,1.0,0,1.0,0,0.0,0.0697830505669117
528,0,,,84105.00473217988,84145.0,0.0748741474812653,25.0,0,13.0,0,84105.0,0,1.0,0,1.0,0,0.0,0.07000088940064113
529,0,,,7.280109889280518,11.0,0.9408179638004762,4.0,0,6.0,0,0.0,0,0.0,1,0.0,1,0.4,0.14514799664417902
530,0,,,58.42944463196617,66.0,0.9537273413985768,58.0,0,1.0,0,0.0,0,0.0,1,0.0,1,0.4,0.09620954096317291
531,0,,,96998.00122167468,97021.0,0.3103200344427603,6.0,0,14.0,0,96998.0,0,2.0,0,1.0,0,0.0,0.07059694578250249
532,0,,,14092.014405329,14120.0,0.1364835953156947,18.0,0,9.0,0,14092.0,0,0.0,1,1.0,0,0.2,0.06990832711259524
533,0,,,11.445523142259598,17.0,0.9550025497303952,0.0,1,9.0,0,0.0,0,0.0,1,1.0,0,0.4,0.40267375111579895
534,0,,,10.44030650891055,17.0,0.9131277177470024,6.0,0,8.0,0,0.0,0,0.0,1,0.0,1,0.4,0.693920373916626
535,0,,,64899.00033898828,64909.0,0.2190204220119177,2.0,0,6.0,0,64899.0,0,2.0,0,0.0,1,0.2,0.07527439668774605
536,0,,,15.0,25.0,0.8977451357837459,13.0,0,4.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07170963039000829
537,0,,,30.166206257996716,36.0,0.9387147211944298,30.0,0,2.0,0,0.0,0,1.0,0,1.0,0,0.0,0.06993095576763153
538,0,,,13.74772708486752,21.0,0.9964726105115206,12.0,0,6.0,0,0.0,0,0.0,1,0.0,1,0.4,0.08519583443800609
539,0,,,55097.00073506724,55106.0,0.0872878445884881,0.0,1,9.0,0,55097.0,0,0.0,1,0.0,1,0.6,0.5073120991388956
540,0,,,97003.0043761532,97040.0,0.1291525275585199,28.0,0,8.0,0,97003.0,0,1.0,0,0.0,1,0.2,0.0717772903541724
541,0,,,36.09709129556009,41.0,0.9279270925770928,36.0,0,1.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07017713412642479
542,0,,,27.622454633866266,45.0,0.9736795920896916,25.0,0,7.0,0,0.0,0,2.0,0,2.0,0,0.0,0.06974616274237633
543,0,,,6.48074069840786,10.0,0.9448899371407796,4.0,0,5.0,0,0.0,0,0.0,1,0.0,1,0.4,0.14596848686536154
544,0,,,14.7648230602334,24.0,0.8311509768192893,4.0,0,11.0,0,0.0,0,0.0,1,0.0,1,0.4,0.09305670609076817
545,0,,,13910.001294033009,13916.0,0.2297851523410994,0.0,1,6.0,0,13910.0,0,0.0,1,0.0,1,0.6,0.9013269344965616
546,0,,,46.604720790924176,64.0,0.8677664698857009,45.0,0,8.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07046153023838997
547,0,,,12.288205727444508,17.0,0.9470464069394364,12.0,0,1.0,0,0.0,0,1.0,0,1.0,0,0.0,0.07167726506789525
548,0,,,97002.00154120532,97023.0,0.0715489221258393,17.0,0,3.0,0,97002.0,0,0.0,1,1.0,0,0.2,0.0741661253074805
549,0,,,12.083045973594572,14.0,0.9602500384808048,12.0,0,0.0,1,0.0,0,0.0,1,1.0,0,0.4,0.10484928637742996
550,0,,,38.11823710509184,53.0,0.855259260349799,36.0,0,12.0,0,0.0,0,0.0,1,2.0,0,0.2,0.07244132583340009
551,0,,,16.34013463836819,27.0,0.975059549034404,13.0,0,9.0,0,0.0,0,0.0,1,1.0,0,0.2,0.07027878363927205
552,0,,,15.394804318340652,23.0,0.98578999692934,13.0,0,0.0,1,0.0,0,0.0,1,2.0,0,0.4,0.13080179194609323
553,0,,,96998.00357223854,97031.0,0.2549489654529334,26.0,0,3.0,0,96998.0,0,2.0,0,2.0,0,0.0,0.07187532757719357
